Location,Temp,Date,Bins
Ballina ,21,2017-10-16,16
Coffs,21.08,2017-10-16,17
Byron,20.9,2017-10-16,17
Mollymook,18.2,2017-10-16,17
Batemans,17.9,2017-10-16,17
Coffs,20.6,2017-10-16,17
South,20.7,2017-10-16,18
Evans,21.2,2017-10-16,18
Hawks,19.6,2017-10-16,18
Yamba,21,2017-10-16,18
Port,19.5,2017-10-16,18
Kingscliff,21.5,2017-10-16,19
Crescent,20.6,2017-10-16,19
Redhead,18.7,2017-10-16,19
Old,19,2017-10-16,19
Forster,19.9,2017-10-16,19
Coffs,22.57,2017-10-16,20
Bondi,18.7,2017-10-16,20
Kiama,18.2,2017-10-16,20
Merimbula,16.2,2017-10-16,20
Sussex,17.1,2017-10-16,20
Ballina ,21,2017-10-16,20
Mollymook,17.9,2017-10-16,21
Batemans,17.3,2017-10-16,21
Coffs,20.6,2017-10-16,21
Evans,21,2017-10-16,22
Yamba,20.9,2017-10-16,22
Port,19.3,2017-10-16,22
Coffs,22.34,2017-10-16,23
Kingscliff,21.5,2017-10-16,23
Crescent,20.3,2017-10-16,23
Redhead,18.5,2017-10-16,23
Old,18.7,2017-10-16,23
Forster,19.8,2017-10-16,23
Kiama,18.1,2017-10-17,0
Merimbula,16,2017-10-17,0
Sussex,17,2017-10-17,0
Ballina ,20.9,2017-10-17,0
Byron,21,2017-10-17,1
Mollymook,17.4,2017-10-17,1
Batemans,17.1,2017-10-17,1
Coffs,20.6,2017-10-17,1
Coffs,22.43,2017-10-17,2
Evans,21,2017-10-17,2
Hawks,19.6,2017-10-17,2
Port,19.5,2017-10-17,2
Crescent,20.4,2017-10-17,3
Redhead,18.2,2017-10-17,3
Old,18.7,2017-10-17,3
Forster,19.8,2017-10-17,3
Bondi,18.8,2017-10-17,4
Merimbula,15.9,2017-10-17,4
Sussex,17,2017-10-17,4
Ballina ,20.9,2017-10-17,4
Coffs,22.75,2017-10-17,5
Byron,21.2,2017-10-17,5
Mollymook,17.1,2017-10-17,5
Batemans,17.1,2017-10-17,5
Coffs,20.4,2017-10-17,5
South,20.4,2017-10-17,6
Evans,20.7,2017-10-17,6
Hawks,19.6,2017-10-17,6
Yamba,20.9,2017-10-17,6
Port,19.3,2017-10-17,6
Kingscliff,21.5,2017-10-17,7
Crescent,20.1,2017-10-17,7
Redhead,18.4,2017-10-17,7
Old,18.2,2017-10-17,7
Forster,19.8,2017-10-17,7
Coffs,22.12,2017-10-17,8
Bondi,18.7,2017-10-17,8
Kiama,17.6,2017-10-17,8
Merimbula,16,2017-10-17,8
Sussex,17,2017-10-17,8
Ballina ,20.9,2017-10-17,8
Byron,21.2,2017-10-17,9
Mollymook,17.3,2017-10-17,9
Batemans,17.1,2017-10-17,9
Coffs,20.6,2017-10-17,9
Evans,20.9,2017-10-17,10
Hawks,19.8,2017-10-17,10
Yamba,20.9,2017-10-17,10
Port,19,2017-10-17,10
Coffs,21.68,2017-10-17,11
Crescent,20.3,2017-10-17,11
Redhead,18.2,2017-10-17,11
Old,18.4,2017-10-17,11
Forster,19.8,2017-10-17,11
Bondi,18.7,2017-10-17,12
Kiama,17.9,2017-10-17,12
Merimbula,16.3,2017-10-17,12
Sussex,17.3,2017-10-17,12
Ballina ,20.9,2017-10-17,12
Byron,21.4,2017-10-17,13
Mollymook,17.6,2017-10-17,13
Batemans,17.3,2017-10-17,13
Coffs,20.9,2017-10-17,13
Coffs,21.34,2017-10-17,14
Hawks,20.3,2017-10-17,14
Port,19.2,2017-10-17,14
Kingscliff,21.7,2017-10-17,15
Crescent,20.4,2017-10-17,15
Redhead,18.4,2017-10-17,15
Old,18.4,2017-10-17,15
Forster,20.1,2017-10-17,15
Bondi,18.8,2017-10-17,16
Kiama,17.9,2017-10-17,16
Merimbula,15.9,2017-10-17,16
Sussex,17.1,2017-10-17,16
Ballina ,20.9,2017-10-17,16
Coffs,21.04,2017-10-17,17
Byron,21.2,2017-10-17,17
Mollymook,18.1,2017-10-17,17
Batemans,17.6,2017-10-17,17
Coffs,21,2017-10-17,17
South,20.6,2017-10-17,18
Evans,20.9,2017-10-17,18
Hawks,20.3,2017-10-17,18
Yamba,20.9,2017-10-17,18
Crescent,20.3,2017-10-17,19
Redhead,18.5,2017-10-17,19
Old,18.4,2017-10-17,19
Coffs,22.51,2017-10-17,20
Kiama,17.8,2017-10-17,20
Merimbula,15.4,2017-10-17,20
Sussex,16.7,2017-10-17,20
Ballina ,20.9,2017-10-17,20
Byron,21.4,2017-10-17,21
Mollymook,17.9,2017-10-17,21
Batemans,17.6,2017-10-17,21
Coffs,20.7,2017-10-17,21
South,20.7,2017-10-17,22
Hawks,19.9,2017-10-17,22
Port,19,2017-10-17,22
Coffs,22.74,2017-10-17,23
Kingscliff,21.7,2017-10-17,23
Crescent,19.9,2017-10-17,23
Redhead,18.2,2017-10-17,23
Old,18.1,2017-10-17,23
Forster,20.1,2017-10-17,23
Kiama,17,2017-10-18,0
Merimbula,15.2,2017-10-18,0
Sussex,16.3,2017-10-18,0
Ballina ,20.7,2017-10-18,0
Mollymook,17.6,2017-10-18,1
Batemans,17.1,2017-10-18,1
Coffs,20.6,2017-10-18,1
Coffs,22.81,2017-10-18,2
South,20.6,2017-10-18,2
Yamba,20.7,2017-10-18,2
Port,18.8,2017-10-18,2
Kingscliff,21.5,2017-10-18,3
Crescent,19.8,2017-10-18,3
Redhead,18.1,2017-10-18,3
Old,17.9,2017-10-18,3
Forster,19.9,2017-10-18,3
Kiama,17,2017-10-18,4
Merimbula,15.9,2017-10-18,4
Ballina ,20.7,2017-10-18,4
Coffs,22.98,2017-10-18,5
Byron,21.2,2017-10-18,5
Mollymook,17.4,2017-10-18,5
Batemans,16.8,2017-10-18,5
Coffs,20.6,2017-10-18,5
South,20.6,2017-10-18,6
Evans,20.7,2017-10-18,6
Hawks,19.6,2017-10-18,6
Port,18.5,2017-10-18,6
Kingscliff,21.4,2017-10-18,7
Crescent,19.5,2017-10-18,7
Redhead,17.9,2017-10-18,7
Coffs,22.83,2017-10-18,8
Kiama,16.8,2017-10-18,8
Merimbula,16,2017-10-18,8
Sussex,16.2,2017-10-18,8
Ballina ,20.7,2017-10-18,8
Byron,21,2017-10-18,9
Mollymook,17.3,2017-10-18,9
Batemans,17,2017-10-18,9
Coffs,20.6,2017-10-18,9
South,20.6,2017-10-18,10
Evans,20.7,2017-10-18,10
Hawks,19.5,2017-10-18,10
Port,19,2017-10-18,10
Coffs,22.41,2017-10-18,11
Crescent,19.6,2017-10-18,11
Redhead,17.9,2017-10-18,11
Old,18.2,2017-10-18,11
Forster,19.9,2017-10-18,11
Kiama,17,2017-10-18,12
Merimbula,16.2,2017-10-18,12
Sussex,16.3,2017-10-18,12
Ballina ,20.9,2017-10-18,12
Byron,21.4,2017-10-18,13
Mollymook,17.4,2017-10-18,13
Batemans,17,2017-10-18,13
Coffs,20.7,2017-10-18,13
Coffs,21.94,2017-10-18,14
South,20.9,2017-10-18,14
Evans,21,2017-10-18,14
Port,18.5,2017-10-18,14
Crescent,19.5,2017-10-18,15
Redhead,18.4,2017-10-18,15
Old,17.9,2017-10-18,15
Forster,20.1,2017-10-18,15
Kiama,17.1,2017-10-18,16
Merimbula,15.9,2017-10-18,16
Sussex,16.3,2017-10-18,16
Ballina ,21,2017-10-18,16
Coffs,21.76,2017-10-18,17
Byron,21.5,2017-10-18,17
Mollymook,17.9,2017-10-18,17
Batemans,17.3,2017-10-18,17
Coffs,20.6,2017-10-18,17
South,21,2017-10-18,18
Evans,21,2017-10-18,18
Hawks,19.5,2017-10-18,18
Port,18.4,2017-10-18,18
Kingscliff,22,2017-10-18,19
Crescent,19.2,2017-10-18,19
Redhead,18.4,2017-10-18,19
Old,17.3,2017-10-18,19
Forster,20.1,2017-10-18,19
Coffs,22.58,2017-10-18,20
Kiama,17,2017-10-18,20
Merimbula,15.2,2017-10-18,20
Ballina ,21.2,2017-10-18,20
Byron,21.4,2017-10-18,21
Batemans,17.3,2017-10-18,21
Coffs,20.3,2017-10-18,21
South,20.9,2017-10-18,22
Evans,20.9,2017-10-18,22
Port,18.2,2017-10-18,22
Coffs,22.26,2017-10-18,23
Kingscliff,22,2017-10-18,23
Crescent,18.8,2017-10-18,23
Redhead,18.2,2017-10-18,23
Old,17.4,2017-10-18,23
Forster,20.1,2017-10-18,23
Bondi,17.4,2017-10-19,0
Kiama,16.8,2017-10-19,0
Merimbula,15.2,2017-10-19,0
Sussex,15.4,2017-10-19,0
Ballina ,21,2017-10-19,0
Mollymook,16.5,2017-10-19,1
Batemans,16.7,2017-10-19,1
Coffs,19.8,2017-10-19,1
Coffs,22.34,2017-10-19,2
South,20.7,2017-10-19,2
Evans,20.7,2017-10-19,2
Hawks,18.7,2017-10-19,2
Port,18.7,2017-10-19,2
Crescent,18.8,2017-10-19,3
Redhead,18.1,2017-10-19,3
Old,17.9,2017-10-19,3
Forster,19.9,2017-10-19,3
Bondi,17.1,2017-10-19,4
Kiama,16.3,2017-10-19,4
Merimbula,15.4,2017-10-19,4
Sussex,15.2,2017-10-19,4
Coffs,22.62,2017-10-19,5
Mollymook,16.7,2017-10-19,5
Batemans,16.2,2017-10-19,5
Coffs,19.9,2017-10-19,5
Hawks,18.7,2017-10-19,6
Yamba,20.9,2017-10-19,6
Port,18.8,2017-10-19,6
Kingscliff,21.8,2017-10-19,7
Crescent,18.8,2017-10-19,7
Redhead,17,2017-10-19,7
Old,17.6,2017-10-19,7
Forster,19.6,2017-10-19,7
Coffs,22.7,2017-10-19,8
Bondi,17,2017-10-19,8
Kiama,15.9,2017-10-19,8
Merimbula,15.6,2017-10-19,8
Sussex,15.4,2017-10-19,8
Ballina ,21.2,2017-10-19,8
Mollymook,16.7,2017-10-19,9
Batemans,16.2,2017-10-19,9
Coffs,19.5,2017-10-19,9
Evans,20.9,2017-10-19,10
Hawks,18.5,2017-10-19,10
Yamba,21,2017-10-19,10
Port,18.8,2017-10-19,10
Coffs,22.47,2017-10-19,11
Crescent,18.8,2017-10-19,11
Redhead,17.1,2017-10-19,11
Old,17.3,2017-10-19,11
Forster,19.8,2017-10-19,11
Kiama,16,2017-10-19,12
Merimbula,15.6,2017-10-19,12
Sussex,15.9,2017-10-19,12
Mollymook,17,2017-10-19,13
Coffs,19.6,2017-10-19,13
Coffs,21.96,2017-10-19,14
South,21,2017-10-19,14
Evans,21.7,2017-10-19,14
Hawks,18.7,2017-10-19,14
Yamba,21.5,2017-10-19,14
Port,19.2,2017-10-19,14
Kingscliff,22.1,2017-10-19,15
Crescent,19,2017-10-19,15
Redhead,17.8,2017-10-19,15
Old,16.5,2017-10-19,15
Forster,19.8,2017-10-19,15
Bondi,16.5,2017-10-19,16
Kiama,16.5,2017-10-19,16
Merimbula,15.1,2017-10-19,16
Sussex,15.4,2017-10-19,16
Ballina ,21.7,2017-10-19,16
Coffs,21.64,2017-10-19,17
Mollymook,17.4,2017-10-19,17
Batemans,16.7,2017-10-19,17
Evans,21.5,2017-10-19,18
Hawks,18.7,2017-10-19,18
Port,19.2,2017-10-19,18
Kingscliff,21.8,2017-10-19,19
Crescent,19,2017-10-19,19
Redhead,17.8,2017-10-19,19
Old,16,2017-10-19,19
Forster,20.4,2017-10-19,19
Coffs,22.56,2017-10-19,20
Bondi,16.7,2017-10-19,20
Kiama,16.5,2017-10-19,20
Merimbula,14.9,2017-10-19,20
Sussex,15.2,2017-10-19,20
Ballina ,19.8,2017-10-19,20
Mollymook,16.8,2017-10-19,21
Batemans,16.7,2017-10-19,21
Coffs,19,2017-10-19,21
Evans,21.4,2017-10-19,22
Hawks,18.2,2017-10-19,22
Port,19.2,2017-10-19,22
Coffs,23.08,2017-10-19,23
Kingscliff,21.7,2017-10-19,23
Crescent,18.8,2017-10-19,23
Redhead,17.3,2017-10-19,23
Old,15.7,2017-10-19,23
Forster,20.1,2017-10-19,23
Kiama,15.9,2017-10-20,0
Merimbula,16,2017-10-20,0
Mollymook,16.8,2017-10-20,1
Batemans,15.7,2017-10-20,1
Coffs,18.5,2017-10-20,1
Coffs,23.66,2017-10-20,2
Evans,20.9,2017-10-20,2
Hawks,17.9,2017-10-20,2
Yamba,21,2017-10-20,2
Port,19,2017-10-20,2
Kingscliff,21.8,2017-10-20,3
Crescent,18.7,2017-10-20,3
Redhead,16.7,2017-10-20,3
Old,15.7,2017-10-20,3
Forster,19.6,2017-10-20,3
Kiama,16,2017-10-20,4
Merimbula,16,2017-10-20,4
Sussex,15.2,2017-10-20,4
Ballina ,21.2,2017-10-20,4
Coffs,23.19,2017-10-20,5
Byron,21.4,2017-10-20,5
Mollymook,16.8,2017-10-20,5
Coffs,18.5,2017-10-20,5
South,20.3,2017-10-20,6
Evans,20.9,2017-10-20,6
Hawks,17.8,2017-10-20,6
Yamba,20.1,2017-10-20,6
Port,19,2017-10-20,6
Kingscliff,21.4,2017-10-20,7
Crescent,18.8,2017-10-20,7
Redhead,17,2017-10-20,7
Old,15.4,2017-10-20,7
Forster,18.7,2017-10-20,7
Coffs,22.79,2017-10-20,8
Bondi,16.5,2017-10-20,8
Kiama,16,2017-10-20,8
Merimbula,15.9,2017-10-20,8
Byron,21.5,2017-10-20,9
Mollymook,16.7,2017-10-20,9
Batemans,15.9,2017-10-20,9
Coffs,18.5,2017-10-20,9
South,20.1,2017-10-20,10
Evans,21.2,2017-10-20,10
Hawks,17.8,2017-10-20,10
Yamba,20.7,2017-10-20,10
Port,19,2017-10-20,10
Coffs,22.37,2017-10-20,11
Kingscliff,21.7,2017-10-20,11
Crescent,18.8,2017-10-20,11
Redhead,17.8,2017-10-20,11
Old,15.7,2017-10-20,11
Forster,18.5,2017-10-20,11
Bondi,17.3,2017-10-20,12
Kiama,16.7,2017-10-20,12
Merimbula,16.2,2017-10-20,12
Sussex,16,2017-10-20,12
Byron,21.8,2017-10-20,13
Mollymook,16.5,2017-10-20,13
Batemans,15.9,2017-10-20,13
Coffs,18.8,2017-10-20,13
Coffs,21.89,2017-10-20,14
Evans,21.7,2017-10-20,14
Hawks,17.6,2017-10-20,14
Yamba,21.5,2017-10-20,14
Port,19.2,2017-10-20,14
Kingscliff,22,2017-10-20,15
Crescent,19,2017-10-20,15
Redhead,17.9,2017-10-20,15
Old,16.7,2017-10-20,15
Forster,18.4,2017-10-20,15
Kiama,16.8,2017-10-20,16
Merimbula,16.5,2017-10-20,16
Ballina ,20.9,2017-10-20,16
Coffs,21.39,2017-10-20,17
Byron,21.8,2017-10-20,17
Coffs,18.7,2017-10-20,17
South,18.8,2017-10-20,18
Evans,21.5,2017-10-20,18
Hawks,17.4,2017-10-20,18
Yamba,21.5,2017-10-20,18
Port,19.3,2017-10-20,18
Kingscliff,22.1,2017-10-20,19
Crescent,18.8,2017-10-20,19
Redhead,17.6,2017-10-20,19
Old,17.6,2017-10-20,19
Forster,18.7,2017-10-20,19
Coffs,23.05,2017-10-20,20
Kiama,16.8,2017-10-20,20
Merimbula,16.5,2017-10-20,20
Ballina ,20.6,2017-10-20,20
Byron,21.7,2017-10-20,21
Mollymook,16.2,2017-10-20,21
Batemans,15.7,2017-10-20,21
Coffs,18.2,2017-10-20,21
South,19,2017-10-20,22
Evans,21.4,2017-10-20,22
Hawks,17.4,2017-10-20,22
Yamba,21,2017-10-20,22
Port,19.3,2017-10-20,22
Coffs,23.04,2017-10-20,23
Kingscliff,22,2017-10-20,23
Crescent,19,2017-10-20,23
Redhead,17.3,2017-10-20,23
Old,17.3,2017-10-20,23
Forster,18.4,2017-10-20,23
Kiama,16.7,2017-10-21,0
Merimbula,16,2017-10-21,0
Ballina ,19.5,2017-10-21,0
Byron,21.7,2017-10-21,1
Batemans,15.7,2017-10-21,1
Coffs,18.4,2017-10-21,1
Coffs,22.83,2017-10-21,2
South,18.7,2017-10-21,2
Evans,21.5,2017-10-21,2
Hawks,17.3,2017-10-21,2
Yamba,20.6,2017-10-21,2
Port,19.2,2017-10-21,2
Kingscliff,21.4,2017-10-21,3
Crescent,19,2017-10-21,3
Redhead,17.3,2017-10-21,3
Old,17.1,2017-10-21,3
Forster,16.7,2017-10-21,3
Kiama,16.3,2017-10-21,4
Merimbula,15.7,2017-10-21,4
Ballina ,19.8,2017-10-21,4
Coffs,22.93,2017-10-21,5
Byron,19.8,2017-10-21,5
Mollymook,15.7,2017-10-21,5
Batemans,15.6,2017-10-21,5
South,18.7,2017-10-21,6
Evans,20.9,2017-10-21,6
Hawks,17.3,2017-10-21,6
Yamba,20.3,2017-10-21,6
Port,19,2017-10-21,7
Kingscliff,21.2,2017-10-21,7
Crescent,18.7,2017-10-21,7
Forster,18.1,2017-10-21,7
Coffs,22.75,2017-10-21,8
Kiama,16.3,2017-10-21,8
Merimbula,15.6,2017-10-21,8
Sussex,15.9,2017-10-21,8
Ballina ,19.6,2017-10-21,8
Byron,20.9,2017-10-21,9
Mollymook,15.7,2017-10-21,9
Batemans,15.7,2017-10-21,9
South,18.7,2017-10-21,10
Evans,20.1,2017-10-21,10
Hawks,17.1,2017-10-21,10
Port,18.8,2017-10-21,10
Coffs,22.4,2017-10-21,11
Kingscliff,21.2,2017-10-21,11
Crescent,19.3,2017-10-21,11
Old,17.6,2017-10-21,11
Forster,17.9,2017-10-21,11
Bondi,17.9,2017-10-21,12
Kiama,16.5,2017-10-21,12
Merimbula,15.9,2017-10-21,12
Sussex,16,2017-10-21,12
Ballina ,19.5,2017-10-21,12
Byron,20.1,2017-10-21,13
Mollymook,16,2017-10-21,13
Batemans,15.9,2017-10-21,13
Coffs,18.4,2017-10-21,13
Coffs,21.7,2017-10-21,14
South,18.7,2017-10-21,14
Evans,20.1,2017-10-21,14
Hawks,17.4,2017-10-21,14
Port,18.8,2017-10-21,14
Kingscliff,20.7,2017-10-21,15
Crescent,19.9,2017-10-21,15
Redhead,17.4,2017-10-21,15
Old,17.6,2017-10-21,15
Forster,17.1,2017-10-21,15
Kiama,16.5,2017-10-21,16
Merimbula,16,2017-10-21,16
Sussex,16.5,2017-10-21,16
Ballina ,19.8,2017-10-21,16
Coffs,20.88,2017-10-21,17
Byron,19.9,2017-10-21,17
Mollymook,16.2,2017-10-21,17
Batemans,16.3,2017-10-21,17
Coffs,18.4,2017-10-21,17
South,20.3,2017-10-21,18
Evans,19.9,2017-10-21,18
Hawks,17.3,2017-10-21,18
Yamba,19.6,2017-10-21,18
Port,18.7,2017-10-21,18
Kingscliff,20.6,2017-10-21,19
Crescent,19.9,2017-10-21,19
Redhead,17.3,2017-10-21,19
Old,17.4,2017-10-21,19
Forster,17.1,2017-10-21,19
Coffs,20.13,2017-10-21,20
Bondi,18.1,2017-10-21,20
Kiama,17.1,2017-10-21,20
Merimbula,16,2017-10-21,20
Ballina ,19.9,2017-10-21,20
Mollymook,16.5,2017-10-21,21
Batemans,16.5,2017-10-21,21
Coffs,18.4,2017-10-21,21
South,20.6,2017-10-21,22
Evans,19.9,2017-10-21,22
Hawks,17.3,2017-10-21,22
Port,18.7,2017-10-21,22
Coffs,19.97,2017-10-21,23
Kingscliff,20.6,2017-10-21,23
Crescent,19.6,2017-10-21,23
Old,17.4,2017-10-21,23
Forster,17.1,2017-10-21,23
Kiama,17,2017-10-22,0
Bondi,18.2,2017-10-22,0
Merimbula,15.7,2017-10-22,0
Sussex,16.5,2017-10-22,0
Ballina ,20.1,2017-10-22,0
Mollymook,16.5,2017-10-22,1
Batemans,16.3,2017-10-22,1
Coffs,18.4,2017-10-22,1
Coffs,19.87,2017-10-22,2
South,20.6,2017-10-22,2
Evans,19.8,2017-10-22,2
Hawks,17.3,2017-10-22,2
Port,18.4,2017-10-22,2
Kingscliff,20.6,2017-10-22,3
Crescent,19.9,2017-10-22,3
Old,17.4,2017-10-22,3
Forster,17.1,2017-10-22,3
Bondi,18.2,2017-10-22,4
Kiama,17,2017-10-22,4
Merimbula,15.9,2017-10-22,4
Sussex,16.3,2017-10-22,4
Ballina ,20.3,2017-10-22,4
Coffs,20.81,2017-10-22,5
Byron,19.8,2017-10-22,5
Batemans,16.2,2017-10-22,5
Coffs,18.4,2017-10-22,5
Evans,19.9,2017-10-22,6
Port,18.5,2017-10-22,6
Kingscliff,20.4,2017-10-22,7
Crescent,19.8,2017-10-22,7
Old,17.4,2017-10-22,7
Forster,17.1,2017-10-22,7
Coffs,20.79,2017-10-22,8
Bondi,18.1,2017-10-22,8
Kiama,17.1,2017-10-22,8
Merimbula,15.6,2017-10-22,8
Sussex,16.3,2017-10-22,8
Ballina ,20.3,2017-10-22,8
Byron,19.9,2017-10-22,9
Mollymook,16.5,2017-10-22,9
Batemans,16.2,2017-10-22,9
Coffs,18.4,2017-10-22,9
South,20.4,2017-10-22,10
Evans,20.1,2017-10-22,10
Hawks,17.3,2017-10-22,10
Port,18.7,2017-10-22,10
Coffs,19.65,2017-10-22,11
Kingscliff,20.7,2017-10-22,11
Crescent,19.9,2017-10-22,11
Forster,17.3,2017-10-22,11
Bondi,18.2,2017-10-22,12
Kiama,17.1,2017-10-22,12
Merimbula,16,2017-10-22,12
Sussex,16.5,2017-10-22,12
Ballina ,20.1,2017-10-22,12
Byron,20.3,2017-10-22,13
Mollymook,16.8,2017-10-22,13
Batemans,16.8,2017-10-22,13
Coffs,19.2,2017-10-22,13
Coffs,18.74,2017-10-22,14
South,20.4,2017-10-22,14
Evans,20.9,2017-10-22,14
Hawks,17.8,2017-10-22,14
Port,19,2017-10-22,14
Kingscliff,21,2017-10-22,15
Crescent,20.7,2017-10-22,15
Redhead,18.1,2017-10-22,15
Old,18.4,2017-10-22,15
Forster,17.9,2017-10-22,15
Kiama,17.8,2017-10-22,16
Bondi,18.7,2017-10-22,16
Sussex,16.8,2017-10-22,16
Ballina ,20.6,2017-10-22,16
Coffs,18,2017-10-22,17
Mollymook,17,2017-10-22,17
Batemans,16.8,2017-10-22,17
Coffs,19.5,2017-10-22,17
South,20.6,2017-10-22,18
Evans,20.6,2017-10-22,18
Hawks,17.9,2017-10-22,18
Port,19.3,2017-10-22,18
Kingscliff,21.5,2017-10-22,19
Crescent,20.9,2017-10-22,19
Redhead,18.1,2017-10-22,19
Old,18.5,2017-10-22,19
Forster,18.1,2017-10-22,19
Coffs,18.33,2017-10-22,20
Bondi,18.7,2017-10-22,20
Kiama,17.8,2017-10-22,20
Merimbula,16,2017-10-22,20
Sussex,16.7,2017-10-22,20
Ballina ,21.5,2017-10-22,20
Mollymook,17,2017-10-22,21
Batemans,17,2017-10-22,21
Coffs,19.6,2017-10-22,21
South,20.9,2017-10-22,22
Evans,20.4,2017-10-22,22
Hawks,17.9,2017-10-22,22
Port,19.3,2017-10-22,22
Coffs,20.23,2017-10-22,23
Kingscliff,22,2017-10-22,23
Crescent,20.7,2017-10-22,23
Old,18.2,2017-10-22,23
Forster,17.4,2017-10-22,23
Bondi,18.5,2017-10-23,0
Kiama,17.4,2017-10-23,0
Merimbula,15.9,2017-10-23,0
Sussex,16.7,2017-10-23,0
Ballina,20.9,2017-10-23,0
Ballina ,20.9,2017-10-23,0
Mollymook,17,2017-10-23,1
Batemans,16.7,2017-10-23,1
Coffs,19.6,2017-10-23,1
Coffs,22.01,2017-10-23,2
Hawks,17.9,2017-10-23,2
Port,19.2,2017-10-23,2
Kingscliff,22.1,2017-10-23,3
Crescent,20.6,2017-10-23,3
Old,18.1,2017-10-23,3
Forster,17.8,2017-10-23,3
Kiama,17.3,2017-10-23,4
Sussex,16.5,2017-10-23,4
Ballina,20.9,2017-10-23,4
Ballina ,20.9,2017-10-23,4
Coffs,22.44,2017-10-23,5
Byron,20.7,2017-10-23,5
Batemans,16.3,2017-10-23,5
Coffs,19.6,2017-10-23,5
South,20.9,2017-10-23,6
Evans,20.4,2017-10-23,6
Hawks,17.8,2017-10-23,6
Port,19,2017-10-23,6
Kingscliff,21.8,2017-10-23,7
Crescent,20.6,2017-10-23,7
Old,17.9,2017-10-23,7
Forster,17.6,2017-10-23,7
Coffs,21.55,2017-10-23,8
Bondi,18.2,2017-10-23,8
Kiama,17.1,2017-10-23,8
Merimbula,15.7,2017-10-23,8
Sussex,16.5,2017-10-23,8
Ballina,20.9,2017-10-23,8
Ballina ,20.9,2017-10-23,8
Byron,20.9,2017-10-23,9
Mollymook,16.8,2017-10-23,9
Batemans,16.2,2017-10-23,9
Coffs,19.5,2017-10-23,9
South,20.9,2017-10-23,10
Evans,20.6,2017-10-23,10
Hawks,17.9,2017-10-23,10
Yamba,20.6,2017-10-23,10
Port,19,2017-10-23,10
Coffs,20.57,2017-10-23,11
Kingscliff,22.3,2017-10-23,11
Crescent,20.7,2017-10-23,11
Redhead,17.9,2017-10-23,11
Old,18.1,2017-10-23,11
Forster,17.6,2017-10-23,11
Bondi,18.5,2017-10-23,12
Kiama,17.3,2017-10-23,12
Merimbula,16,2017-10-23,12
Sussex,16.8,2017-10-23,12
Ballina,20.9,2017-10-23,12
Ballina ,20.9,2017-10-23,12
Mollymook,17.3,2017-10-23,13
Batemans,16.8,2017-10-23,13
Coffs,19.8,2017-10-23,13
Coffs,19.73,2017-10-23,14
South,20.9,2017-10-23,14
Evans,20.9,2017-10-23,14
Hawks,18.2,2017-10-23,14
Yamba,20.7,2017-10-23,14
Port,19.8,2017-10-23,14
Kingscliff,22.3,2017-10-23,15
Crescent,21,2017-10-23,15
Old,18.8,2017-10-23,15
Forster,17.9,2017-10-23,15
Bondi,18.7,2017-10-23,16
Kiama,17.8,2017-10-23,16
Merimbula,15.9,2017-10-23,16
Sussex,17.1,2017-10-23,16
Ballina,21.2,2017-10-23,16
Coffs,19.18,2017-10-23,17
Byron,21.2,2017-10-23,17
Mollymook,17.6,2017-10-23,17
Batemans,16.7,2017-10-23,17
Coffs,19.8,2017-10-23,17
South,21.2,2017-10-23,18
Evans,20.9,2017-10-23,18
Hawks,18.2,2017-10-23,18
Yamba,20.9,2017-10-23,18
Port,19.9,2017-10-23,18
Kingscliff,22.3,2017-10-23,19
Crescent,20.9,2017-10-23,19
Old,19,2017-10-23,19
Forster,17.9,2017-10-23,19
Coffs,21.64,2017-10-23,20
Kiama,17.8,2017-10-23,20
Merimbula,15.9,2017-10-23,20
Sussex,17,2017-10-23,20
Ballina,21.7,2017-10-23,20
Batemans,17,2017-10-23,21
Coffs,19.6,2017-10-23,21
South,21,2017-10-23,22
Evans,20.7,2017-10-23,22
Hawks,18.2,2017-10-23,22
Yamba,20.9,2017-10-23,22
Port,19.8,2017-10-23,22
Coffs,23.23,2017-10-23,23
Kingscliff,22.1,2017-10-23,23
Crescent,20.6,2017-10-23,23
Old,18.8,2017-10-23,23
Forster,17.8,2017-10-23,23
Bondi,18.7,2017-10-24,0
Kiama,17.6,2017-10-24,0
Merimbula,16,2017-10-24,0
Sussex,16.7,2017-10-24,0
Ballina,20.9,2017-10-24,0
Mollymook,17.1,2017-10-24,1
Batemans,16.7,2017-10-24,1
Coffs,19.8,2017-10-24,1
Coffs,23.21,2017-10-24,2
South,20.9,2017-10-24,2
Evans,20.4,2017-10-24,2
Hawks,18.1,2017-10-24,2
Yamba,20.7,2017-10-24,2
Port,19.6,2017-10-24,2
Kingscliff,22.1,2017-10-24,3
Crescent,20.6,2017-10-24,3
Old,18.7,2017-10-24,3
Forster,17.8,2017-10-24,3
Bondi,18.7,2017-10-24,4
Kiama,17.3,2017-10-24,4
Merimbula,16.3,2017-10-24,4
Sussex,16.8,2017-10-24,4
Ballina,20.9,2017-10-24,4
Coffs,23.15,2017-10-24,5
Byron,20.7,2017-10-24,5
Mollymook,16.7,2017-10-24,5
Batemans,16.5,2017-10-24,5
Coffs,19.6,2017-10-24,5
South,20.9,2017-10-24,6
Evans,20.4,2017-10-24,6
Hawks,18.1,2017-10-24,6
Yamba,20.7,2017-10-24,6
Port,19.3,2017-10-24,6
Kingscliff,21.8,2017-10-24,7
Crescent,20.6,2017-10-24,7
