Location,Temp,Date,Bins
Byron,26.83,2016-12-01,0
Bondi,20.7,2016-12-01,0
Kiama,20.7,2016-12-01,0
Ballina,18.8,2016-12-01,0
Byron,27.11,2016-12-01,1
Mollymook,20.3,2016-12-01,1
Batemans,19.6,2016-12-01,1
Byron,27.27,2016-12-01,2
Coffs,20.2,2016-12-01,2
Hawks,21.4,2016-12-01,2
Port,19.3,2016-12-01,2
Crescent,19.3,2016-12-01,2
Kingscliff,19.3,2016-12-01,2
Byron,27.29,2016-12-01,3
Redhead,21.2,2016-12-01,3
Old,20.7,2016-12-01,3
Forster,21.2,2016-12-01,3
Byron,26.95,2016-12-01,4
Bondi,20.7,2016-12-01,4
Kiama,20.6,2016-12-01,4
Ballina,18.8,2016-12-01,4
Byron,26.62,2016-12-01,5
Coffs,20.38,2016-12-01,5
Evans,20.92,2016-12-01,5
South,21.27,2016-12-01,5
Yamba,20.6,2016-12-01,5
Mollymook,20.3,2016-12-01,5
Batemans,19.6,2016-12-01,5
Byron,25.88,2016-12-01,6
Hawks,21.2,2016-12-01,6
Port,18.8,2016-12-01,6
Crescent,18.5,2016-12-01,6
Kingscliff,19.5,2016-12-01,6
Byron,25.59,2016-12-01,7
Redhead,21,2016-12-01,7
Old,20.4,2016-12-01,7
Forster,20.7,2016-12-01,7
Byron,25.29,2016-12-01,8
Coffs,19.89,2016-12-01,8
Bondi,20.6,2016-12-01,8
Ballina,18.8,2016-12-01,8
Byron,25.13,2016-12-01,9
Mollymook,20.3,2016-12-01,9
Batemans,19.6,2016-12-01,9
Byron,24.97,2016-12-01,10
Hawks,21,2016-12-01,10
Port,18.8,2016-12-01,10
Crescent,19,2016-12-01,10
Kingscliff,19.5,2016-12-01,10
Byron,24.41,2016-12-01,11
Coffs,19.83,2016-12-01,11
Evans,20.66,2016-12-01,11
South,20.95,2016-12-01,11
Yamba,19.8,2016-12-01,11
Redhead,21.2,2016-12-01,11
Old,20.6,2016-12-01,11
Forster,20.1,2016-12-01,11
Byron,24.26,2016-12-01,12
Bondi,20.7,2016-12-01,12
Sussex,20.1,2016-12-01,12
Ballina,19.3,2016-12-01,12
Byron,23.84,2016-12-01,13
Mollymook,20.4,2016-12-01,13
Batemans,20.7,2016-12-01,13
Byron,23.26,2016-12-01,14
Coffs,19.74,2016-12-01,14
Hawks,21.4,2016-12-01,14
Port,19,2016-12-01,14
Crescent,19.9,2016-12-01,14
Kingscliff,19.8,2016-12-01,14
Byron,22.98,2016-12-01,15
Redhead,21.5,2016-12-01,15
Old,20.9,2016-12-01,15
Forster,21,2016-12-01,15
Byron,22.67,2016-12-01,16
Bondi,20.9,2016-12-01,16
Kiama,20.6,2016-12-01,16
Ballina,19.3,2016-12-01,16
Byron,23.25,2016-12-01,17
Coffs,19.64,2016-12-01,17
Evans,20.35,2016-12-01,17
South,20.47,2016-12-01,17
Yamba,19.75,2016-12-01,17
Mollymook,21.4,2016-12-01,17
Batemans,20.7,2016-12-01,17
Byron,24.23,2016-12-01,18
Hawks,21.4,2016-12-01,18
Port,19.9,2016-12-01,18
Crescent,19.8,2016-12-01,18
Byron,24.76,2016-12-01,19
Redhead,21.4,2016-12-01,19
Old,21,2016-12-01,19
Forster,21.2,2016-12-01,19
Byron,25.32,2016-12-01,20
Coffs,20.09,2016-12-01,20
Bondi,20.9,2016-12-01,20
Kiama,20.3,2016-12-01,20
Sussex,20.1,2016-12-01,20
Ballina,19.6,2016-12-01,20
Byron,25.82,2016-12-01,21
Mollymook,20.9,2016-12-01,21
Batemans,20.6,2016-12-01,21
Byron,26.26,2016-12-01,22
Hawks,21.2,2016-12-01,22
Port,18.5,2016-12-01,22
Crescent,19.9,2016-12-01,22
Kingscliff,20.3,2016-12-01,22
Byron,26.54,2016-12-01,23
Coffs,19.82,2016-12-01,23
Evans,20.84,2016-12-01,23
South,20.12,2016-12-01,23
Yamba,19.91,2016-12-01,23
Redhead,21.2,2016-12-01,23
Old,20.9,2016-12-01,23
Forster,21.2,2016-12-01,23
Byron,26.64,2016-12-02,0
Bondi,20.4,2016-12-02,0
Kiama,19.8,2016-12-02,0
Sussex,20.1,2016-12-02,0
Merimbula,19,2016-12-02,0
Ballina,19.2,2016-12-02,0
Byron,26.49,2016-12-02,1
Mollymook,20.3,2016-12-02,1
Batemans,20.1,2016-12-02,1
Byron,26.82,2016-12-02,2
Coffs,20.04,2016-12-02,2
Hawks,21,2016-12-02,2
Port,17.8,2016-12-02,2
Crescent,18.8,2016-12-02,2
Kingscliff,20.1,2016-12-02,2
Byron,26.35,2016-12-02,3
Redhead,21,2016-12-02,3
Old,20.3,2016-12-02,3
Forster,21.2,2016-12-02,3
Byron,26.09,2016-12-02,4
Bondi,20.4,2016-12-02,4
Kiama,19.9,2016-12-02,4
Sussex,19.9,2016-12-02,4
Merimbula,19.2,2016-12-02,4
Ballina,19,2016-12-02,4
Byron,26,2016-12-02,5
Coffs,19.97,2016-12-02,5
Evans,21.09,2016-12-02,5
South,21.96,2016-12-02,5
Yamba,20.52,2016-12-02,5
Mollymook,20.4,2016-12-02,5
Batemans,20.1,2016-12-02,5
Byron,25.18,2016-12-02,6
Hawks,20.9,2016-12-02,6
Port,17.6,2016-12-02,6
Crescent,18.5,2016-12-02,6
Kingscliff,19.8,2016-12-02,6
Byron,24.43,2016-12-02,7
Redhead,20.9,2016-12-02,7
Old,20.4,2016-12-02,7
Forster,20.6,2016-12-02,7
Byron,24.19,2016-12-02,8
Coffs,19.86,2016-12-02,8
Bondi,20.4,2016-12-02,8
Sussex,20.3,2016-12-02,8
Ballina,19.2,2016-12-02,8
Byron,24.05,2016-12-02,9
Mollymook,20.1,2016-12-02,9
Batemans,19.9,2016-12-02,9
Byron,23.91,2016-12-02,10
Hawks,20.9,2016-12-02,10
Port,18.1,2016-12-02,10
Crescent,18.7,2016-12-02,10
Kingscliff,19.9,2016-12-02,10
Byron,23.8,2016-12-02,11
Coffs,19.75,2016-12-02,11
Evans,21.02,2016-12-02,11
South,22.11,2016-12-02,11
Yamba,20.47,2016-12-02,11
Redhead,21.2,2016-12-02,11
Old,20.4,2016-12-02,11
Forster,21,2016-12-02,11
Byron,23.62,2016-12-02,12
Bondi,20.7,2016-12-02,12
Sussex,20.3,2016-12-02,12
Ballina,19.2,2016-12-02,12
Byron,23.43,2016-12-02,13
Mollymook,20.1,2016-12-02,13
Batemans,20.3,2016-12-02,13
Byron,23.31,2016-12-02,14
Coffs,19.78,2016-12-02,14
Hawks,21.8,2016-12-02,14
Port,17.8,2016-12-02,14
Crescent,19,2016-12-02,14
Kingscliff,20.7,2016-12-02,14
Byron,23.04,2016-12-02,15
Redhead,21.8,2016-12-02,15
Old,21,2016-12-02,15
Forster,22,2016-12-02,15
Byron,22.76,2016-12-02,16
Bondi,20.9,2016-12-02,16
Kiama,20.3,2016-12-02,16
Merimbula,20.1,2016-12-02,16
Ballina,19.5,2016-12-02,16
Byron,23.27,2016-12-02,17
Coffs,19.76,2016-12-02,17
Evans,19.97,2016-12-02,17
South,20.15,2016-12-02,17
Yamba,19.2,2016-12-02,17
Mollymook,21.5,2016-12-02,17
Batemans,20.9,2016-12-02,17
Byron,24.15,2016-12-02,18
Hawks,22.1,2016-12-02,18
Port,17.4,2016-12-02,18
Crescent,19,2016-12-02,18
Kingscliff,20.4,2016-12-02,18
Byron,24.72,2016-12-02,19
Redhead,21.7,2016-12-02,19
Old,20.7,2016-12-02,19
Forster,21.8,2016-12-02,19
Byron,25.15,2016-12-02,20
Coffs,19.82,2016-12-02,20
Bondi,21.2,2016-12-02,20
Kiama,19.5,2016-12-02,20
Merimbula,20.4,2016-12-02,20
Ballina,19.3,2016-12-02,20
Byron,25.5,2016-12-02,21
Mollymook,20.9,2016-12-02,21
Batemans,20.6,2016-12-02,21
Byron,26,2016-12-02,22
Hawks,21.5,2016-12-02,22
Port,17.4,2016-12-02,22
Crescent,18.5,2016-12-02,22
Kingscliff,20.3,2016-12-02,22
Byron,26.43,2016-12-02,23
Coffs,20.01,2016-12-02,23
Evans,20.53,2016-12-02,23
South,20.22,2016-12-02,23
Yamba,20.15,2016-12-02,23
Redhead,21.5,2016-12-02,23
Old,20.7,2016-12-02,23
Forster,21.7,2016-12-02,23
Byron,26.57,2016-12-03,0
Bondi,20.9,2016-12-03,0
Sussex,20.9,2016-12-03,0
Ballina,19.2,2016-12-03,0
Byron,26.56,2016-12-03,1
Mollymook,20.9,2016-12-03,1
Batemans,20.3,2016-12-03,1
Byron,27.08,2016-12-03,2
Coffs,20.24,2016-12-03,2
Hawks,21.5,2016-12-03,2
Port,17.4,2016-12-03,2
Crescent,18.2,2016-12-03,2
Kingscliff,19.9,2016-12-03,2
Byron,27.45,2016-12-03,3
Redhead,21.5,2016-12-03,3
Old,20.4,2016-12-03,3
Forster,20.9,2016-12-03,3
Byron,27.28,2016-12-03,4
Kiama,19.8,2016-12-03,4
Sussex,20.7,2016-12-03,4
Merimbula,19.9,2016-12-03,4
Ballina,19.2,2016-12-03,4
Byron,26.81,2016-12-03,5
Coffs,20.36,2016-12-03,5
Evans,20.89,2016-12-03,5
South,22.65,2016-12-03,5
Yamba,20.68,2016-12-03,5
Batemans,20.1,2016-12-03,5
Byron,25.8,2016-12-03,6
Hawks,21,2016-12-03,6
Port,17.6,2016-12-03,6
Crescent,18.2,2016-12-03,6
Kingscliff,19.9,2016-12-03,6
Byron,25.32,2016-12-03,7
Redhead,22,2016-12-03,7
Old,20.6,2016-12-03,7
Forster,20.4,2016-12-03,7
Byron,25.11,2016-12-03,8
Coffs,20.1,2016-12-03,8
Bondi,20.7,2016-12-03,8
Kiama,20.3,2016-12-03,8
Sussex,20.7,2016-12-03,8
Ballina,19,2016-12-03,8
Byron,24.79,2016-12-03,9
Mollymook,20.1,2016-12-03,9
Batemans,20.1,2016-12-03,9
Byron,24.5,2016-12-03,10
Hawks,21,2016-12-03,10
Port,17.8,2016-12-03,10
Crescent,18.5,2016-12-03,10
Kingscliff,19.9,2016-12-03,10
Byron,24.31,2016-12-03,11
Coffs,19.86,2016-12-03,11
Evans,20.3,2016-12-03,11
South,20.71,2016-12-03,11
Yamba,19.92,2016-12-03,11
Redhead,21.7,2016-12-03,11
Old,21.5,2016-12-03,11
Forster,20.3,2016-12-03,11
Byron,24.3,2016-12-03,12
Bondi,21.4,2016-12-03,12
Kiama,20.7,2016-12-03,12
Sussex,20.6,2016-12-03,12
Merimbula,19.3,2016-12-03,12
Ballina,19.3,2016-12-03,12
Byron,24.38,2016-12-03,13
Mollymook,19.8,2016-12-03,13
Batemans,20.4,2016-12-03,13
Byron,24.43,2016-12-03,14
Coffs,19.68,2016-12-03,14
Hawks,21.4,2016-12-03,14
Port,18.7,2016-12-03,14
Crescent,19.9,2016-12-03,14
Kingscliff,20.4,2016-12-03,14
Byron,24.37,2016-12-03,15
Redhead,22.6,2016-12-03,15
Old,21.7,2016-12-03,15
Forster,21.2,2016-12-03,15
Byron,24.41,2016-12-03,16
Bondi,21.7,2016-12-03,16
Sussex,20.4,2016-12-03,16
Merimbula,19.6,2016-12-03,16
Ballina,19.6,2016-12-03,16
Byron,24.5,2016-12-03,17
Coffs,19.66,2016-12-03,17
Evans,20.36,2016-12-03,17
South,20.18,2016-12-03,17
Yamba,18.89,2016-12-03,17
Mollymook,20.1,2016-12-03,17
Batemans,20.6,2016-12-03,17
Byron,24.77,2016-12-03,18
Hawks,21.5,2016-12-03,18
Port,19.5,2016-12-03,18
Crescent,20.3,2016-12-03,18
Kingscliff,20.4,2016-12-03,18
Byron,25.15,2016-12-03,19
Redhead,22,2016-12-03,19
Forster,21.2,2016-12-03,19
Byron,25.57,2016-12-03,20
Coffs,19.69,2016-12-03,20
Bondi,21.4,2016-12-03,20
Kiama,21,2016-12-03,20
Sussex,20.1,2016-12-03,20
Merimbula,19.8,2016-12-03,20
Ballina,19.5,2016-12-03,20
Byron,26.2,2016-12-03,21
Mollymook,20.7,2016-12-03,21
Batemans,20.4,2016-12-03,21
Byron,26.89,2016-12-03,22
Hawks,21.4,2016-12-03,22
Port,19.9,2016-12-03,22
Crescent,20.1,2016-12-03,22
Kingscliff,20.1,2016-12-03,22
Byron,27.37,2016-12-03,23
Coffs,19.87,2016-12-03,23
Evans,20.2,2016-12-03,23
South,20.1,2016-12-03,23
Yamba,18.95,2016-12-03,23
Redhead,22,2016-12-03,23
Old,21.5,2016-12-03,23
Forster,21,2016-12-03,23
Byron,27.76,2016-12-04,0
Bondi,21.4,2016-12-04,0
Kiama,20.9,2016-12-04,0
Sussex,20.1,2016-12-04,0
Merimbula,19.2,2016-12-04,0
Ballina,19.3,2016-12-04,0
Byron,27.69,2016-12-04,1
Mollymook,20.4,2016-12-04,1
Batemans,20.3,2016-12-04,1
Byron,26.82,2016-12-04,2
Coffs,19.73,2016-12-04,2
Hawks,21.4,2016-12-04,2
Port,19.8,2016-12-04,2
Crescent,19.9,2016-12-04,2
Kingscliff,19.6,2016-12-04,2
Byron,26.28,2016-12-04,3
Redhead,22,2016-12-04,3
Old,21.5,2016-12-04,3
Forster,21.2,2016-12-04,3
Byron,25.86,2016-12-04,4
Bondi,21.4,2016-12-04,4
Sussex,20.1,2016-12-04,4
Merimbula,19.2,2016-12-04,4
Ballina,19.5,2016-12-04,4
Byron,25.69,2016-12-04,5
Coffs,19.61,2016-12-04,5
Evans,21.36,2016-12-04,5
South,21.06,2016-12-04,5
Yamba,19.62,2016-12-04,5
Mollymook,20.3,2016-12-04,5
Batemans,19.6,2016-12-04,5
Byron,25.32,2016-12-04,6
Hawks,21.4,2016-12-04,6
Port,19.8,2016-12-04,6
Crescent,19.6,2016-12-04,6
Kingscliff,19.3,2016-12-04,6
Byron,24.93,2016-12-04,7
Redhead,21.8,2016-12-04,7
Old,21.5,2016-12-04,7
Forster,20.9,2016-12-04,7
Byron,24.66,2016-12-04,8
Coffs,20.06,2016-12-04,8
Bondi,21.4,2016-12-04,8
Kiama,20.6,2016-12-04,8
Sussex,19.9,2016-12-04,8
Merimbula,19.2,2016-12-04,8
Ballina,19.5,2016-12-04,8
Byron,24.15,2016-12-04,9
Mollymook,20.4,2016-12-04,9
Batemans,20.1,2016-12-04,9
Byron,23.79,2016-12-04,10
Hawks,21.2,2016-12-04,10
Port,20.1,2016-12-04,10
Crescent,19.9,2016-12-04,10
Kingscliff,19.8,2016-12-04,10
Byron,23.7,2016-12-04,11
Coffs,20.04,2016-12-04,11
Evans,20.2,2016-12-04,11
South,21.29,2016-12-04,11
Yamba,19.03,2016-12-04,11
Redhead,22,2016-12-04,11
Old,21.5,2016-12-04,11
Forster,20.9,2016-12-04,11
Byron,23.72,2016-12-04,12
Bondi,21.5,2016-12-04,12
Kiama,21,2016-12-04,12
Sussex,20.7,2016-12-04,12
Merimbula,19.3,2016-12-04,12
Ballina,20.3,2016-12-04,12
Byron,23.67,2016-12-04,13
Mollymook,20.9,2016-12-04,13
Batemans,20.6,2016-12-04,13
Byron,23.58,2016-12-04,14
Coffs,20.11,2016-12-04,14
Hawks,21.4,2016-12-04,14
Port,20.3,2016-12-04,14
Crescent,19.9,2016-12-04,14
Kingscliff,20.9,2016-12-04,14
Byron,23.53,2016-12-04,15
Redhead,22.5,2016-12-04,15
Old,22.3,2016-12-04,15
Forster,21.4,2016-12-04,15
Byron,23.24,2016-12-04,16
Bondi,21.7,2016-12-04,16
Kiama,21.2,2016-12-04,16
Sussex,20.9,2016-12-04,16
Merimbula,19.6,2016-12-04,16
Ballina,19.9,2016-12-04,16
Byron,23.66,2016-12-04,17
Coffs,20.13,2016-12-04,17
Evans,20.12,2016-12-04,17
South,20.58,2016-12-04,17
Yamba,19.32,2016-12-04,17
Mollymook,20.9,2016-12-04,17
Batemans,20.7,2016-12-04,17
Byron,24.5,2016-12-04,18
Hawks,22,2016-12-04,18
Port,20.4,2016-12-04,18
Crescent,20.9,2016-12-04,18
Kingscliff,21.2,2016-12-04,18
Byron,25.34,2016-12-04,19
Redhead,22.3,2016-12-04,19
Old,22.3,2016-12-04,19
Forster,22,2016-12-04,19
Byron,26.04,2016-12-04,20
Coffs,20.03,2016-12-04,20
Kiama,20.7,2016-12-04,20
Sussex,20.3,2016-12-04,20
Merimbula,19.3,2016-12-04,20
Ballina,19.5,2016-12-04,20
Byron,26.76,2016-12-04,21
Mollymook,20.7,2016-12-04,21
Batemans,20.9,2016-12-04,21
Byron,27.25,2016-12-04,22
Hawks,22,2016-12-04,22
Port,20.4,2016-12-04,22
Crescent,20.6,2016-12-04,22
Kingscliff,20.4,2016-12-04,22
Byron,27.73,2016-12-04,23
Coffs,19.97,2016-12-04,23
Evans,19.66,2016-12-04,23
South,20.02,2016-12-04,23
Yamba,19.41,2016-12-04,23
Redhead,21.7,2016-12-04,23
Old,21.7,2016-12-04,23
Forster,22,2016-12-04,23
Byron,28.11,2016-12-05,0
Bondi,21.4,2016-12-05,0
Kiama,20.4,2016-12-05,0
Sussex,19.5,2016-12-05,0
Merimbula,19,2016-12-05,0
Ballina,19.8,2016-12-05,0
Byron,28.52,2016-12-05,1
Mollymook,20.7,2016-12-05,1
Batemans,20.3,2016-12-05,1
Byron,28.4,2016-12-05,2
Coffs,20.51,2016-12-05,2
Port,20.1,2016-12-05,2
Crescent,19.8,2016-12-05,2
Kingscliff,19.9,2016-12-05,2
Byron,28.02,2016-12-05,3
Redhead,21.4,2016-12-05,3
Old,21.8,2016-12-05,3
Forster,22,2016-12-05,3
Byron,28.03,2016-12-05,4
Bondi,21,2016-12-05,4
Kiama,20.1,2016-12-05,4
Ballina,19.2,2016-12-05,4
Byron,27.61,2016-12-05,5
Coffs,20.78,2016-12-05,5
Evans,21.56,2016-12-05,5
South,22.32,2016-12-05,5
Yamba,19.82,2016-12-05,5
Mollymook,19.5,2016-12-05,5
Batemans,20.3,2016-12-05,5
Byron,26.55,2016-12-05,6
Hawks,21.8,2016-12-05,6
Port,19.6,2016-12-05,6
Crescent,20.4,2016-12-05,6
Kingscliff,19.8,2016-12-05,6
Byron,25.97,2016-12-05,7
Redhead,21.4,2016-12-05,7
Old,21.8,2016-12-05,7
Forster,21,2016-12-05,7
Byron,25.57,2016-12-05,8
Coffs,20.01,2016-12-05,8
Bondi,20.4,2016-12-05,8
Kiama,19.6,2016-12-05,8
Sussex,19.5,2016-12-05,8
Merimbula,19,2016-12-05,8
Ballina,19.3,2016-12-05,8
Byron,25.29,2016-12-05,9
Mollymook,19.6,2016-12-05,9
Batemans,20.4,2016-12-05,9
Byron,25.03,2016-12-05,10
Hawks,21.8,2016-12-05,10
Port,18.4,2016-12-05,10
Crescent,20.3,2016-12-05,10
Kingscliff,19.8,2016-12-05,10
Byron,24.84,2016-12-05,11
Coffs,20.03,2016-12-05,11
Evans,21.13,2016-12-05,11
South,20.67,2016-12-05,11
Yamba,18.78,2016-12-05,11
Redhead,21.7,2016-12-05,11
Old,21.5,2016-12-05,11
Forster,21.4,2016-12-05,11
Byron,24.66,2016-12-05,12
Bondi,20.6,2016-12-05,12
Kiama,20.1,2016-12-05,12
Sussex,19.6,2016-12-05,12
Merimbula,19.3,2016-12-05,12
Ballina,19.3,2016-12-05,12
Byron,24.6,2016-12-05,13
Mollymook,21,2016-12-05,13
Batemans,20.4,2016-12-05,13
Byron,24.38,2016-12-05,14
Coffs,19.82,2016-12-05,14
Hawks,22.3,2016-12-05,14
Port,18.5,2016-12-05,14
Crescent,19.8,2016-12-05,14
Kingscliff,20.4,2016-12-05,14
Byron,24.16,2016-12-05,15
Redhead,22,2016-12-05,15
Old,21.8,2016-12-05,15
Forster,22.5,2016-12-05,15
Byron,23.93,2016-12-05,16
Bondi,20.7,2016-12-05,16
Kiama,19.9,2016-12-05,16
Merimbula,19.6,2016-12-05,16
Ballina,19.5,2016-12-05,16
Byron,24.23,2016-12-05,17
Coffs,19.98,2016-12-05,17
Evans,20.76,2016-12-05,17
South,21.96,2016-12-05,17
Yamba,18.75,2016-12-05,17
Mollymook,20.7,2016-12-05,17
Batemans,21.4,2016-12-05,17
Byron,24.82,2016-12-05,18
Hawks,22.6,2016-12-05,18
Port,18.7,2016-12-05,18
Crescent,19.2,2016-12-05,18
Kingscliff,20.6,2016-12-05,18
Byron,25.37,2016-12-05,19
Redhead,22.1,2016-12-05,19
Old,21.7,2016-12-05,19
Forster,21.2,2016-12-05,19
Byron,25.44,2016-12-05,20
Coffs,19.83,2016-12-05,20
Bondi,20.9,2016-12-05,20
Kiama,18.8,2016-12-05,20
Merimbula,20.1,2016-12-05,20
Ballina,19.5,2016-12-05,20
Byron,25.88,2016-12-05,21
Mollymook,19.9,2016-12-05,21
Batemans,21,2016-12-05,21
Byron,25.95,2016-12-05,22
Hawks,22.6,2016-12-05,22
Port,18.4,2016-12-05,22
Crescent,19,2016-12-05,22
Kingscliff,19.9,2016-12-05,22
Byron,25.99,2016-12-05,23
Coffs,20.05,2016-12-05,23
Evans,21.37,2016-12-05,23
South,22.63,2016-12-05,23
Yamba,18.86,2016-12-05,23
Redhead,22.1,2016-12-05,23
Old,22,2016-12-05,23
Forster,21.8,2016-12-05,23
Byron,26.46,2016-12-06,0
Bondi,20.3,2016-12-06,0
Merimbula,20.1,2016-12-06,0
Ballina,19.2,2016-12-06,0
Byron,26.6,2016-12-06,1
Mollymook,20.6,2016-12-06,1
Batemans,20.9,2016-12-06,1
Byron,26.93,2016-12-06,2
Coffs,20.02,2016-12-06,2
Hawks,22.3,2016-12-06,2
Port,18.7,2016-12-06,2
Crescent,18.8,2016-12-06,2
Byron,27,2016-12-06,3
Redhead,21.8,2016-12-06,3
Old,21.7,2016-12-06,3
Forster,22.3,2016-12-06,3
Byron,26.47,2016-12-06,4
Bondi,20.9,2016-12-06,4
Kiama,20.3,2016-12-06,4
Ballina,19,2016-12-06,4
Byron,25.88,2016-12-06,5
Coffs,19.96,2016-12-06,5
Evans,21.06,2016-12-06,5
South,22.83,2016-12-06,5
Yamba,20.03,2016-12-06,5
Mollymook,20.6,2016-12-06,5
Batemans,20.7,2016-12-06,5
Byron,25.44,2016-12-06,6
Hawks,22.3,2016-12-06,6
Port,19.3,2016-12-06,6
Crescent,18.4,2016-12-06,6
Kingscliff,20.6,2016-12-06,6
Byron,25.16,2016-12-06,7
Redhead,22.1,2016-12-06,7
Old,21.5,2016-12-06,7
Forster,20.3,2016-12-06,7
Byron,25.07,2016-12-06,8
Coffs,19.59,2016-12-06,8
Kiama,20.7,2016-12-06,8
Ballina,18.7,2016-12-06,8
Byron,25.22,2016-12-06,9
Mollymook,20.4,2016-12-06,9
Batemans,20.6,2016-12-06,9
Byron,24.81,2016-12-06,10
Hawks,22,2016-12-06,10
Port,19.6,2016-12-06,10
Crescent,19.2,2016-12-06,10
Kingscliff,20.4,2016-12-06,10
Byron,24.64,2016-12-06,11
Coffs,19.55,2016-12-06,11
Evans,20.01,2016-12-06,11
South,21.4,2016-12-06,11
Yamba,19.03,2016-12-06,11
Redhead,22.3,2016-12-06,11
Old,21.7,2016-12-06,11
Forster,19,2016-12-06,11
Byron,24.4,2016-12-06,12
Kiama,20.9,2016-12-06,12
Sussex,20.4,2016-12-06,12
Merimbula,19.5,2016-12-06,12
Ballina,18.4,2016-12-06,12
Byron,24.3,2016-12-06,13
Mollymook,20.4,2016-12-06,13
Batemans,20.6,2016-12-06,13
Byron,23.79,2016-12-06,14
Coffs,19.75,2016-12-06,14
Hawks,21.7,2016-12-06,14
Port,19.5,2016-12-06,14
Crescent,19.8,2016-12-06,14
Kingscliff,20.6,2016-12-06,14
Byron,23.7,2016-12-06,15
Redhead,22.5,2016-12-06,15
Old,22.3,2016-12-06,15
Forster,20.9,2016-12-06,15
Byron,23.6,2016-12-06,16
Bondi,21.4,2016-12-06,16
Kiama,20.4,2016-12-06,16
Sussex,20.6,2016-12-06,16
Merimbula,19.8,2016-12-06,16
Ballina,17.9,2016-12-06,16
Byron,22.93,2016-12-06,17
Coffs,19.52,2016-12-06,17
Evans,20.04,2016-12-06,17
South,21.1,2016-12-06,17
Yamba,19.76,2016-12-06,17
Mollymook,20.6,2016-12-06,17
Batemans,20.7,2016-12-06,17
Byron,22.88,2016-12-06,18
Hawks,21.7,2016-12-06,18
Port,20.3,2016-12-06,18
Crescent,20.6,2016-12-06,18
Kingscliff,20.7,2016-12-06,18
Byron,22.9,2016-12-06,19
Redhead,22.5,2016-12-06,19
Old,22.1,2016-12-06,19
Forster,20.6,2016-12-06,19
Byron,23.36,2016-12-06,20
Coffs,19.43,2016-12-06,20
Bondi,21.4,2016-12-06,20
Kiama,20.4,2016-12-06,20
Sussex,20.4,2016-12-06,20
Ballina,18.2,2016-12-06,20
Byron,24.11,2016-12-06,21
Mollymook,20.4,2016-12-06,21
Batemans,20.6,2016-12-06,21
Byron,25.94,2016-12-06,22
Hawks,21.5,2016-12-06,22
Port,20.7,2016-12-06,22
Crescent,20.4,2016-12-06,22
Kingscliff,20.4,2016-12-06,22
Byron,26.86,2016-12-06,23
Coffs,19.45,2016-12-06,23
Evans,20.01,2016-12-06,23
South,19.57,2016-12-06,23
Yamba,18.71,2016-12-06,23
Redhead,22.3,2016-12-06,23
Old,22.1,2016-12-06,23
Forster,21.2,2016-12-06,23
Byron,28.04,2016-12-07,0
Bondi,21.2,2016-12-07,0
Kiama,20.4,2016-12-07,0
Ballina,17.9,2016-12-07,0
Byron,28.45,2016-12-07,1
Mollymook,20.4,2016-12-07,1
Batemans,20.6,2016-12-07,1
Byron,27.88,2016-12-07,2
Coffs,19.45,2016-12-07,2
Hawks,21.5,2016-12-07,2
Port,20.9,2016-12-07,2
Crescent,19.9,2016-12-07,2
Kingscliff,19.9,2016-12-07,2
Byron,27.74,2016-12-07,3
Redhead,22.1,2016-12-07,3
Old,22.1,2016-12-07,3
Forster,21.2,2016-12-07,3
Byron,27.59,2016-12-07,4
Bondi,21.2,2016-12-07,4
Sussex,20.3,2016-12-07,4
Merimbula,19.2,2016-12-07,4
Ballina,17.8,2016-12-07,4
Byron,26.91,2016-12-07,5
Coffs,19.41,2016-12-07,5
Evans,20.88,2016-12-07,5
South,19.1,2016-12-07,5
Yamba,19.05,2016-12-07,5
Batemans,20.6,2016-12-07,5
Byron,26.02,2016-12-07,6
Hawks,21.5,2016-12-07,6
Port,20.9,2016-12-07,6
Crescent,19.8,2016-12-07,6
Kingscliff,19.8,2016-12-07,6
Byron,25.67,2016-12-07,7
Redhead,22.1,2016-12-07,7
Old,22.1,2016-12-07,7
Forster,21.2,2016-12-07,7
Byron,25.24,2016-12-07,8
Coffs,19.53,2016-12-07,8
Bondi,21.4,2016-12-07,8
Kiama,21,2016-12-07,8
Sussex,20.3,2016-12-07,8
Ballina,18.1,2016-12-07,8
Byron,25,2016-12-07,9
Mollymook,20.3,2016-12-07,9
Batemans,20.7,2016-12-07,9
Byron,24.97,2016-12-07,10
Hawks,21.4,2016-12-07,10
Port,20.9,2016-12-07,10
Crescent,20.1,2016-12-07,10
Kingscliff,19.8,2016-12-07,10
Byron,24.79,2016-12-07,11
Coffs,19.94,2016-12-07,11
Evans,19.67,2016-12-07,11
South,20.25,2016-12-07,11
Yamba,18.61,2016-12-07,11
Redhead,22.3,2016-12-07,11
Old,22,2016-12-07,11
Forster,21.2,2016-12-07,11
Byron,24.8,2016-12-07,12
Kiama,21.2,2016-12-07,12
Merimbula,19.5,2016-12-07,12
Ballina,18.4,2016-12-07,12
Byron,24.71,2016-12-07,13
Mollymook,20.9,2016-12-07,13
Batemans,21,2016-12-07,13
Byron,24.82,2016-12-07,14
Coffs,19.82,2016-12-07,14
Hawks,21.5,2016-12-07,14
Port,21,2016-12-07,14
Crescent,20.1,2016-12-07,14
Kingscliff,19.6,2016-12-07,14
Byron,24.97,2016-12-07,15
Redhead,22.5,2016-12-07,15
Old,22.1,2016-12-07,15
